Pollo tikka masala,40,Mezclar yogur y especias para marinar el pollo y dejar reposar. Saltear cebolla en una sartén con aceite. Añadir tomate triturado y cocinar hasta reducir. Incorporar el pollo marinado y cocinar hasta que esté tierno. Añadir un poco de nata para suavizar la salsa. Servir con arroz,MEDIO,pollo;1u|yogur natural;1u|cebolla;1u|tomate triturado;200g|nata líquida;50ml
Guiso de lentejas,45,Picar verduras en trozos pequeños. Sofreírlas en una olla con aceite. Añadir lentejas y cubrir con agua o caldo. Cocinar a fuego lento hasta que las lentejas estén tiernas. Ajustar sal y servir caliente,MEDIO,lentejas;200g|zanahoria;1u|cebolla;1u|pimiento rojo;1u
Espaguetis con atún,15,Cocer los espaguetis en agua con sal. Mezclar atún tomate y orégano en una sartén y calentar suavemente. Añadir los espaguetis escurridos y mezclar bien. Servir caliente,FACIL,espaguetis;200g|atún;1u|tomate triturado;150g
Bacalao a la vizcaína,30,Cortar cebolla y pimiento en tiras y sofreírlos hasta ablandar. Añadir tomate y dejar cocinar. Incorporar el bacalao y cocinar a fuego medio hasta que se integre con la salsa. Servir con pan o patata cocida,MEDIO,bacalao;1u|pimiento choricero;1u|cebolla;1u|tomate triturado;150g
Risotto de setas,35,Picar cebolla y sofreírla suavemente. Añadir setas y cocinar hasta que suelten su jugo. Agregar arroz y mezclar bien. Incorporar caldo caliente poco a poco mientras se remueve constantemente. Cocinar hasta obtener una textura cremosa. Añadir queso rallado antes de servir,MEDIO,arroz;200g|setas;150g|cebolla;1u|queso rallado;30g
Paella de verduras,40,Picar cebolla pimiento y ajo en trozos pequeños. Sofreír las verduras en una paellera con aceite hasta que estén tiernas. Añadir el arroz y rehogar unos minutos para que absorba el sabor. Verter caldo caliente y añadir judías y calabacín. Cocinar a fuego medio sin remover hasta que el arroz esté tierno. Dejar reposar unos minutos antes de servir,MEDIO,arroz;200g|cebolla;1u|pimiento rojo;1u|ajo;2u|judías verdes;150g|calabacín;1u|caldo;2l
Pechugas de pollo a la plancha,15,Sazonar las pechugas con sal y pimienta. Calentar una plancha con un chorrito de aceite. Cocinar el pollo por ambos lados hasta que quede dorado y jugoso. Añadir limón exprimido para potenciar el sabor. Servir con verduras o ensalada,FACIL,pollo;1u|limón;1u
Macarrones con salsa de tomate,20,Cocer los macarrones en agua con sal. Picar ajo y sofreírlo ligeramente. Añadir tomate triturado y cocinar a fuego lento hasta espesar. Mezclar los macarrones con la salsa y ajustar sal. Servir con queso rallado opcional,FACIL,macarrones;200g|ajo;1u|tomate triturado;200g
Garbanzos con espinacas,25,Picar ajo y cebolla. Saltearlos en aceite hasta dorar. Añadir garbanzos cocidos y mezclar bien. Incorporar espinacas frescas y cocinar hasta que reduzcan su volumen. Añadir un poco de caldo si es necesario. Ajustar sal y servir caliente,FACIL,garbanzos cocidos;200g|espinacas;150g|cebolla;1u|ajo;1u
Filetes de cerdo con champiñones,30,Sazonar los filetes y dorarlos en sartén. Retirar y reservar. Saltear los champiñones en la misma sartén hasta que suelten agua. Añadir nata y reducir hasta obtener salsa espesa. Volver a incorporar los filetes y cocinar unos minutos más. Servir caliente,MEDIO,cerdo;200g|champiñones;150g|nata líquida;100ml
Revuelto de setas,15,Lavar y trocear las setas. Saltearlas en sartén con un poco de aceite y ajo. Batir los huevos y añadirlos cuando las setas estén tiernas. Remover constantemente hasta lograr la textura deseada. Añadir sal y servir sobre pan tostado si se desea,FACIL,setas;150g|huevo;2u|ajo;1u
Ensalada de pasta fría,18,Cocer la pasta y enfriarla con agua fría. Cortar tomate en cubos y escurrir el maíz. Añadir atún desmenuzado y mezclar todo en un bol. Agregar limón y aceite para aliñar. Ajustar sal y servir fría,FACIL,pasta;200g|tomate;1u|maíz;80g|atún;1u|limón;1u
Pollo al limón,25,Cortar el pollo en cubos y dorarlo en una sartén. Añadir ajo picado y saltear un minuto. Incorporar zumo de limón y un poco de caldo. Cocinar a fuego medio hasta que la salsa reduzca. Servir con arroz blanco,FACIL,pollo;1u|limón;2u|ajo;2u
Arroz con pollo casero,35,Dorar los trozos de pollo en una olla grande. Añadir cebolla y pimiento picados y rehogar. Añadir arroz y mezclar para impregnar sabores. Verter caldo caliente y cocinar a fuego medio hasta que el arroz esté tierno. Dejar reposar unos minutos antes de servir,MEDIO,pollo;1u|arroz;200g|cebolla;1u|pimiento verde;1u
Fideuá de marisco,40,Tostar los fideos en una sartén hasta que tomen color. Añadir gambas y calamares cortados en trozos. Incorporar caldo de pescado caliente y cocinar sin remover. Dejar que los fideos absorban el caldo lentamente. Reposar unos minutos antes de servir,MEDIO,fideos;200g|gambas;150g|calamar;150g
Espaguetis carbonara,22,Cocer los espaguetis en agua con sal hasta que estén al dente. Cortar la panceta en dados y dorarla en sartén hasta que quede crujiente. Batir huevos con queso rallado y reservar. Escurrir la pasta y añadirla a la sartén con la panceta. Retirar del fuego y añadir la mezcla de huevo para que espese sin cuajar. Remover unos segundos y servir caliente,MEDIO,espaguetis;200g|panceta;100g|huevo;2u|queso rallado;40g
Crema de calabaza,30,Pelar y cortar calabaza cebolla y zanahoria en trozos. Sofreír la cebolla hasta que esté tierna. Añadir la calabaza y la zanahoria y rehogar unos minutos. Cubrir con agua y cocinar hasta que todas las verduras estén blandas. Triturar hasta obtener una crema fina y añadir un chorrito de aceite antes de servir,FACIL,calabaza;1u|cebolla;1u|zanahoria;1u|aceite de oliva;10ml
Atún a la plancha con arroz,20,Sazonar el atún y cocinarlo a la plancha a fuego fuerte para sellarlo por fuera y dejarlo jugoso por dentro. Cocer el arroz en agua con sal hasta que esté tierno. Servir el atún acompañado de arroz y un poco de limón exprimido para potenciar el sabor,FACIL,atún;1u|arroz;200g|limón;1u
Tacos de pollo,25,Cortar el pollo en tiras y saltearlo con cebolla hasta que esté bien dorado. Añadir especias para realzar el sabor. Cortar tomate y lechuga en trozos pequeños. Calentar las tortillas en una sartén. Rellenarlas con el pollo y las verduras. Servir recién hecho,FACIL,pollo;1u|cebolla;1u|tomate;1u|tortillas;3u|lechuga;1u
Sopa de verduras casera,30,Pelar y cortar todas las verduras en dados. Calentar una olla con un poco de aceite y sofreír ligeramente las verduras. Añadir agua hasta cubrir y cocinar a fuego medio durante veinte minutos. Ajustar sal y servir caliente,FACIL,zanahoria;1u|apio;1u|cebolla;1u|patata;1u
Ternera guisada,50,Cortar la carne en dados y dorarla en una olla para sellar los jugos. Añadir cebolla y zanahoria picadas y cocinar hasta que ablanden. Añadir vino y dejar evaporar. Incorporar caldo y cocinar a fuego lento hasta que la carne esté tierna. Servir con patatas o arroz,DIFICIL,ternera;250g|cebolla;1u|zanahoria;1u|vino tinto;50ml
Ensalada de quinoa,20,Lavar la quinoa y cocerla en agua con sal hasta que esté esponjosa. Cortar tomate y pepino en pequeños cubos. Mezclar la quinoa con las verduras y añadir limón exprimido y un chorrito de aceite. Ajustar sal y servir fría,FACIL,quinoa;150g|tomate;1u|pepino;1u|limón;1u
Merluza al vapor,18,Colocar la merluza en una vaporera con una rodaja de limón encima. Cocer hasta que el pescado esté tierno. Pelar y cortar una patata y hervirla hasta que quede blanda. Servir la merluza con la patata y un chorrito de aceite,FACIL,merluza;1u|limón;1u|patata;1u
Fajitas de verduras,22,Cortar pimiento cebolla y calabacín en tiras. Calentar la sartén y saltearlos hasta que estén tiernos pero ligeramente crujientes. Añadir especias como pimentón o comino. Calentar las tortillas y rellenarlas con las verduras. Servir inmediatamente,FACIL,pimiento rojo;1u|cebolla;1u|calabacín;1u|tortillas;3u
Pisto manchego,35,Picar cebolla pimiento calabacín y tomate en trozos pequeños. Sofreír la cebolla y el pimiento hasta ablandar. Añadir calabacín y finalmente el tomate. Cocinar a fuego medio removiendo de vez en cuando hasta que todo quede tierno y bien integrado. Ajustar sal y servir como plato principal o guarnición,MEDIO,calabacín;1u|pimiento verde;1u|cebolla;1u|tomate;2u
Pasta al pesto,20,Hervir la pasta en abundante agua con sal hasta que esté al dente. Lavar la albahaca y secarla bien. Triturar albahaca piñones ajo y aceite hasta obtener una crema espesa. Añadir queso rallado y mezclar nuevamente para integrar sabores. Escurrir la pasta y mezclarla inmediatamente con el pesto para que absorba el aroma. Servir caliente,FACIL,pasta;200g|albahaca;1u|piñones;50g|ajo;1u|queso parmesano;40g|aceite de oliva;20ml
Pollo al horno con patatas,45,Precalentar el horno. Pelar patatas y cortarlas en gajos. Cortar cebolla en tiras. Colocar patatas cebolla y pollo en una bandeja. Añadir aceite sal y especias. Mezclar con las manos para impregnar todo. Hornear hasta que el pollo esté dorado y las patatas tiernas. Dejar reposar unos minutos antes de servir,FACIL,pollo;1u|patata;2u|cebolla;1u|aceite de oliva;20ml|romero;5g
Tortilla de patatas,30,Pelar las patatas y cortarlas en láminas finas. Picar la cebolla. Freír la mezcla en abundante aceite hasta que esté blanda. Escurrir el exceso de aceite. Batir los huevos y mezclarlos con las patatas. Verter en una sartén y cuajar por un lado. Dar la vuelta con un plato y cuajar por el otro lado. Servir templada,MEDIO,patata;3u|huevo;4u|cebolla;1u|aceite de oliva;20ml
Arroz tres delicias,20,Cocer el arroz y reservar. Preparar una tortilla francesa fina y picarla en trozos pequeños. Saltear guisantes y jamón cocido en una sartén grande. Añadir el arroz y mezclar bien. Incorporar la tortilla y un chorrito de salsa de soja. Cocinar unos minutos para integrar sabores. Servir caliente,FACIL,arroz;200g|guisantes;100g|jamón cocido;100g|huevo;2u|salsa de soja;20ml
Lasaña boloñesa,50,Picar cebolla ajo y zanahoria. Sofreír todo a fuego medio hasta ablandar. Añadir carne picada y cocinar hasta dorar. Incorporar tomate triturado y dejar reducir. Preparar la bechamel calentando leche y mezclándola con harina y mantequilla hasta espesar. Montar capas de pasta carne y bechamel. Hornear hasta gratinar. Reposar antes de cortar,MEDIO,pasta de lasaña;6u|carne picada;200g|tomate triturado;200g|cebolla;1u|zanahoria;1u|leche;200ml|harina;20g|mantequilla;20g
Ensalada César,15,Lavar y cortar la lechuga en trozos grandes. Cocinar el pollo en la plancha hasta dorar y cortar en tiras. Mezclar yogur limón mostaza ajo y aceite para preparar la salsa. Añadir picatostes y queso rallado a la ensalada. Incorporar el pollo y mezclar con la salsa. Servir fresca,FACIL,lechuga;1u|pollo;1u|yogur natural;1u|ajo;1u|limón;1u|queso rallado;30g|picatostes;50g
Salmón a la plancha con verduras,20,Limpiar el salmón y secarlo bien. Salpimentarlo ligeramente. Calentar la plancha y cocinar el salmón por ambos lados hasta que esté tierno por dentro. Cortar calabacín y zanahoria en tiras. Saltear las verduras a fuego medio hasta ablandar ligeramente. Servir el salmón con las verduras y un toque de limón,FACIL,salmón;1u|calabacín;1u|zanahoria;1u|limón;1u|aceite de oliva;10ml
Curry de garbanzos,25,Picar cebolla y ajo y sofreírlos con aceite. Añadir curry para potenciar su aroma. Agregar garbanzos cocidos y mezclar bien. Incorporar tomate picado y remover. Añadir leche de coco y cocinar a fuego lento hasta espesar la salsa. Ajustar sal y servir con arroz si se desea,MEDIO,garbanzos cocidos;200g|cebolla;1u|ajo;2u|curry;10g|tomate;1u|leche de coco;150ml
Pizza margarita casera,35,Mezclar harina agua levadura y sal hasta formar una masa suave. Amasar unos minutos y dejar reposar para que aumente su tamaño. Estirar la masa finamente. Cubrir con tomate triturado y mozzarella. Hornear en temperatura alta hasta que el borde esté dorado. Servir caliente,MEDIO,harina;200g|levadura;5g|tomate triturado;150g|mozzarella;150g
Hamburguesa casera,20,Mezclar carne picada con sal y especias al gusto. Formar una hamburguesa uniforme. Cocinarla en una sartén caliente hasta dorar por ambos lados. Cortar tomate y lavar lechuga. Montar la hamburguesa en el pan con queso tomate y lechuga. Servir inmediatamente,FACIL,carne picada;150g|pan hamburguesa;1u|lechuga;1u|tomate;1u|queso;1u
